Year,Neighborhood,AverageSalePrice,MedianSalePrice,AverageCostPerSqFoot,AverageDaysOnMarket,CountHomesSold,CondoSalesPercentage,MedianOneYearPriceChangePercentage,MedianFiveYearPriceChangePercentage,DistressedPropertySalesPercentage,AverageYearBuilt,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Adjusted population,"Adjusted population density (people per sq. mi., excluding parks and industrial tracts)",Median age,Median household income ($),Home ownership (%),Married (except separated) (%),Divorced (%),Widowed (%),Separated (%),Never Married (%),Population with bachelor degree as highest level of education (25 and older) (%),Population with graduate degree (25 and older) (%),Renters - median monthly housing expenses ($),People below federal poverty level (%),Unemployed (16 years and older) (%),English as only language (%),Percent of families with children under 18 years (%),Population in same house last year (%),Population in different county last year (%),Population in different state last year (%),Population moved from abroad last year (%),Aggravated assault,Arson,Burglary,Homicide,Larceny,Rape,Robbery,Vehicle thefts,Nonviolent crimes,Violent crimes,"Crimes per 1,000 residents",Parks and natural areas (Acres),Parks (% of neighborhood),Minutes by car to downtown (est.),Commute by public transit (%),Commute by bike (%),Commute by walking (%),Commute by biking and walking (%),Number of Max/streetcar lines,Number of TriMet bus lines,Number of transit lines (bus/MAX/streetcar),"Miles of bike routes (lanes, boulevards, multiuse paths)",Miles of bike routes (all) per square mile,Walk score,Percent of households with children under 18 years (%),Total Newcomers (%),"Adjusted population density (people per square mile, excluding parks and industrial tracts)",Sexual offenses,Number of Max/streetcar/tram lines,Number of transit lines (bus/MAX/streetcar/tram),Population in different Oregon county last year (%),Assault,Vandalism (not included in violent/nonviolent total),Drug/narcotic offenses (not included in violent/nonviolent total),"Commute by transit, biking, and walking (%)",Share of 2020 sales that were condos (%),Number of Short Sales,Number of Bank Owned,Average square footage of homes sold,Renters’ median monthly housing ($),Population,Population density people per sq mile),Homeownership (%),Households with children under 18 (%),People who speak other language(s) (%),Total newcomers (%),Sex offenses,Vandalism,Drug/narcotic offenses,"Violent crimes per 1,000 residents","Burglary/larceny/vehicle theft crimes per 1,000 residents",Walk Score,Commute by other non-car means (including cycling) (%)
2018,WOODSTOCK,474926.0,432000.0,260.0,30.0,165.0,0.0,2.0,55.0,1.0,1955.0,,,,,,,,,,,,"8,568","6,873",39.0,"78,065",74.2,52.9,9.4,3.6,0.9,33.3,32.8,22.5,"1,324",7.9,5.1,89.9,,83.5,2.3,5.0,0.8,44,2,52,0,244,2,12,123,419,60,56,14,2.0,18,10.5,7.0,4.4,11.4,0.0,5.0,5.0,4.0,3.05,65.0,31.0,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,ALAMEDA,785713.0,738000.0,268.0,31.0,81.0,0.0,8.0,26.0,1.0,1932.0,,,,,,,,,,,,"5,641",,41.0,"109,616",78.6,55.8,10.4,3.2,0.9,29.7,40.0,33.9,"1,897",6.6,3.7,92.8,,84.3,1.3,5.4,0.9,18,0,12,0,77,,2,22,111,20,23,0,0.0,13,8.8,3.9,11.0,14.9,,3.0,,1.0,1.2,65.0,36.3,7.6,"9,544",0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
2019,ARBOR LODGE,465743.0,459450.0,252.0,28.0,132.0,13.0,1.0,33.0,0.0,1957.0,,,,,,,,,,,,"7,245",,36.0,"75,223",68.2,47.1,10.2,2.7,1.5,38.3,33.5,18.8,"1,456",9.8,5.0,86.0,,83.4,1.3,3.0,0.4,50,2,48,0,182,,12,53,283,69,49,10,2.0,15,14.2,3.6,11.9,15.6,,4.0,,6.0,7.2,72.0,29.8,4.7,"8,654",5,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,
2019,ARDENWALD/JOHNSON CREEK,418640.0,434500.0,185.0,89.0,10.0,0.0,-7.0,34.0,10.0,1941.0,,,,,,,,,,,,"2,015",,41.0,"95,630",55.4,42.9,15.5,6.9,0.9,33.7,20.4,13.0,"1,699",10.6,2.2,89.8,,83.5,9.2,3.8,0.6,10,0,5,0,27,,1,15,47,11,29,37,17.0,16,9.3,0.4,7.3,7.7,,5.0,,3.0,7.8,54.0,29.6,13.6,"10,273",0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,
2019,ARGAY,391146.0,399750.0,168.0,26.0,79.0,5.0,11.0,52.0,0.0,1968.0,,,,,,,,,,,,"6,035",,40.0,"51,990",50.9,31.3,17.2,4.3,3.5,43.7,11.8,4.3,934,20.8,6.4,75.2,,65.2,14.2,4.9,0.9,59,1,69,0,227,,11,86,382,76,76,59,5.0,20,8.6,15.8,0.3,16.1,,5.0,,6.0,2.9,45.0,33.4,20.0,"6,942",5,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,
2019,ARLINGTON HEIGHTS,1012913.0,862500.0,306.0,49.0,20.0,0.0,-6.0,9.0,0.0,1958.0,,,,,,,,,,,,"1,804",,52.0,"113,665",78.6,61.1,12.1,6.1,0.3,20.4,39.6,44.9,"2,318",3.3,1.1,87.0,,89.5,1.0,3.6,1.9,2,0,3,0,50,,0,0,53,2,30,329,63.0,14,6.0,10.6,4.1,14.8,,4.0,,1.0,1.6,40.0,15.8,6.5,"8,934",0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,
2019,ARNOLD CREEK,674573.0,680000.0,234.0,44.0,47.0,0.0,16.0,55.0,0.0,1985.0,,,,,,,,,,,,"2,963",,43.0,"134,282",90.4,66.0,9.0,2.7,1.1,21.3,42.5,32.4,"2,119",4.7,3.4,91.7,,86.0,5.1,1.8,0.3,1,0,3,0,9,,1,0,12,4,5,19,3.0,18,4.3,0.6,2.1,2.7,,1.0,,0.0,0.2,17.0,37.6,7.2,"2,877",2,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019,ASHCREEK,482189.0,455000.0,238.0,29.0,105.0,7.0,3.0,32.0,0.0,1976.0,,,,,,,,,,,,"4,763",,39.0,"92,676",80.0,51.1,14.9,3.1,0.7,22.6,34.0,27.8,"1,609",3.6,3.6,87.7,,79.1,2.0,3.6,0.4,13,1,6,0,30,,2,9,45,19,13,11,2.0,16,4.5,0.6,0.1,0.6,,7.0,,2.0,1.5,36.0,31.9,6.0,"4,129",3,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,
2019,BEAUMONT-WILSHIRE,695345.0,651000.0,279.0,34.0,105.0,5.0,9.0,27.0,1.0,1951.0,,,,,,,,,,,,"6,124",,41.0,"112,725",85.3,56.4,8.6,3.3,1.6,30.1,36.4,30.5,"1,774",5.1,3.8,89.1,,86.6,1.2,2.4,0.1,17,0,18,0,97,,1,26,141,20,26,14,3.0,16,5.4,4.1,8.7,12.8,,3.0,,4.0,5.7,72.0,35.0,3.6,"8,388",2,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
2019,BOISE,556173.0,508500.0,290.0,26.0,56.0,7.0,0.0,25.0,0.0,1952.0,,,,,,,,,,,,"4,430",,34.0,"75,505",40.1,31.1,12.2,1.6,1.0,54.3,39.0,23.2,"1,427",15.1,4.6,88.8,,76.0,2.2,9.6,0.5,40,3,24,0,191,,2,37,252,48,68,5,2.0,12,10.5,6.8,16.1,22.9,,5.0,,2.0,5.0,92.0,19.9,12.3,"12,027",3,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,
2019,BRENTWOOD/DARLINGTON,339569.0,330000.0,240.0,33.0,284.0,1.0,4.0,58.0,4.0,1953.0,,,,,,,,,,,,"12,823",,37.0,"59,388",67.4,39.2,17.3,3.8,2.0,37.6,20.6,8.8,"1,289",14.9,6.8,74.9,,84.8,2.5,2.0,0.1,166,3,66,0,274,,13,85,425,194,48,48,4.0,21,11.7,0.4,3.2,3.6,,4.0,,6.0,3.5,54.0,30.4,4.5,"8,027",12,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
2019,BRIDGETON,341372.0,328000.0,194.0,62.0,29.0,10.0,16.0,30.0,0.0,1987.0,,,,,,,,,,,,71,,40.0,"62,263",67.2,49.5,11.5,2.1,3.7,33.1,19.5,8.2,"1,356",10.4,3.9,70.7,,84.9,1.7,1.0,0.3,15,0,7,0,55,,3,23,85,18,"1,461",1,1.0,16,11.2,0.7,0.5,1.2,,2.0,,3.0,11.9,30.0,25.7,3.0,503,0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
2019,BRIDLEMILE,718917.0,658500.0,255.0,36.0,60.0,0.0,11.0,35.0,0.0,1967.0,,,,,,,,,,,,"4,744",,46.0,"101,363",74.0,62.0,10.2,5.4,1.3,20.5,30.5,43.3,"1,647",6.5,5.3,86.6,,88.2,2.9,2.9,0.7,14,0,5,0,32,,2,9,46,18,13,32,4.0,15,4.7,2.7,2.6,5.3,,5.0,,2.0,1.9,45.0,34.0,6.6,"4,353",2,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,
2019,BROOKLYN,479057.0,492450.0,230.0,22.0,46.0,0.0,15.0,36.0,0.0,1932.0,,,,,,,,,,,,"7,777",,38.0,"73,644",52.3,46.3,13.4,2.4,1.8,36.0,33.3,26.5,"1,316",11.2,4.7,91.6,,80.1,4.3,6.6,1.4,60,0,37,0,175,,4,36,248,66,40,66,6.0,10,12.2,6.1,10.9,17.0,,8.0,,5.0,2.7,79.0,27.3,12.3,"11,930",2,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,
2019,BUCKMAN,504435.0,493000.0,266.0,47.0,47.0,38.0,-5.0,19.0,2.0,1951.0,,,,,,,,,,,,"8,175",,34.0,"39,505",12.6,20.9,13.8,2.3,2.6,60.5,39.3,17.1,"1,029",25.1,7.6,90.6,,66.6,6.2,8.0,0.4,259,10,97,1,954,,16,174,"1,225",298,186,13,2.0,9,22.1,9.0,14.2,23.2,,10.0,,10.0,8.4,90.0,6.9,14.6,"10,634",12,2.0,12.0,,,,,,,,,,,,,,,,,,,,,,,
2019,CATHEDRAL PARK,381330.0,360000.0,247.0,26.0,87.0,24.0,2.0,38.0,1.0,1964.0,,,,,,,,,,,,"4,915",,35.0,"56,998",55.9,39.1,13.0,3.3,1.9,42.8,30.6,19.4,"1,247",16.3,4.9,83.3,,84.8,0.6,5.8,0.8,47,1,32,0,148,,5,44,224,56,57,64,10.0,19,10.1,2.2,3.2,5.4,,4.0,,2.0,2.2,79.0,24.4,7.2,"10,655",3,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
2019,CENTENNIAL,296410.0,300000.0,202.0,28.0,319.0,10.0,8.0,65.0,5.0,1968.0,,,,,,,,,,,,"24,386",,34.0,"41,036",58.1,43.9,12.6,5.7,2.3,35.5,9.2,3.1,"1,103",26.9,10.9,62.3,,82.8,3.5,1.3,1.4,376,6,147,1,651,,48,44,842,460,53,80,4.0,24,10.9,1.6,1.2,2.8,,4.0,,7.0,2.2,53.0,41.1,6.2,"8,110",29,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
2019,COLLINS VIEW,542109.0,487500.0,237.0,56.0,38.0,0.0,-3.0,36.0,0.0,1960.0,,,,,,,,,,,,"1,348",,30.0,"111,616",81.7,43.1,7.8,2.0,0.0,47.1,33.5,39.2,"1,990",10.9,10.5,86.7,,77.0,3.5,11.3,1.3,6,0,5,0,27,,0,6,38,6,33,5,1.0,14,7.8,12.4,1.7,14.1,,4.0,,2.0,1.8,26.0,30.5,16.1,"2,205",0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
2019,CONCORDIA,535783.0,501500.0,256.0,31.0,186.0,5.0,0.0,34.0,0.0,1938.0,,,,,,,,,,,,"10,101",,38.0,"92,399",76.1,45.3,10.9,2.9,1.7,39.3,35.5,23.7,"1,613",7.3,5.5,92.6,,85.3,1.3,5.0,0.7,62,0,55,1,181,,4,77,313,71,38,27,3.0,17,8.5,2.2,7.5,9.7,,4.0,,4.0,3.2,76.0,30.7,7.0,"8,988",4,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
2019,CRESTON-KENILWORTH,461199.0,449500.0,239.0,40.0,126.0,7.0,7.0,34.0,1.0,1936.0,,,,,,,,,,,,"8,481",,34.0,"53,703",36.5,31.8,12.1,2.5,2.0,51.5,33.9,17.7,"1,169",20.2,7.7,88.4,,75.6,3.7,4.6,0.4,94,1,64,0,234,,10,95,393,112,60,23,4.0,15,20.8,3.6,7.3,10.9,,7.0,,4.0,5.1,77.0,19.0,8.7,"11,318",7,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,
2019,CRESTWOOD,395118.0,388500.0,230.0,26.0,34.0,0.0,-6.0,25.0,0.0,1969.0,,,,,,,,,,,,"1,449",,42.0,"101,923",88.3,55.9,16.3,3.3,0.8,23.7,37.0,30.0,"1,771",3.6,3.6,95.3,,86.2,2.0,3.9,0.3,2,0,3,0,8,,0,1,12,2,10,55,25.0,14,4.5,0.5,0.0,0.5,,4.0,,0.0,0.0,49.0,35.4,6.2,"5,774",0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
2019,CULLY,391299.0,382450.0,244.0,32.0,148.0,5.0,8.0,58.0,2.0,1956.0,,,,,,,,,,,,"13,828",,36.0,"49,135",53.8,33.0,15.5,2.2,3.1,46.2,16.4,8.0,"1,078",28.4,7.1,68.4,,72.4,9.1,3.8,0.4,169,18,99,0,310,,14,145,554,214,56,57,3.0,19,11.6,11.2,3.4,14.6,,5.0,,6.0,2.1,56.0,33.5,13.3,"7,088",13,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,
2019,DOWNTOWN,504296.0,425000.0,429.0,59.0,123.0,100.0,8.0,31.0,0.0,1982.0,,,,,,,,,,,,"11,613",,40.0,"33,634",17.3,20.7,16.4,3.3,3.7,55.9,30.4,21.4,"1,082",34.5,12.1,78.0,,56.8,9.6,12.8,2.5,698,18,150,2,"1,864",,98,147,"2,161",863,260,42,7.0,0,26.7,35.4,3.4,38.9,,32.0,,15.0,15.9,95.0,3.3,24.9,"15,119",47,8.0,40.0,,,,,,,,,,,,,,,,,,,,,,,
2019,DUNTHORPE,1647692.0,1632000.0,340.0,84.0,29.0,0.0,9.0,43.0,3.0,1963.0,,,,,,,,,,,,"1,836",,30.0,"111,271",81.5,43.0,7.8,2.0,0.0,47.1,33.4,39.1,"1,986",10.9,10.5,86.7,,77.0,3.5,11.3,1.3,–,–,–,–,–,,–,–,—,—,—,7,1.0,18,7.8,12.4,1.7,14.1,,1.0,,0.0,0.2,10.0,30.4,16.1,"1,775",–,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019,EAST COLUMBIA,331090.0,321000.0,203.0,29.0,21.0,0.0,-6.0,69.0,5.0,1977.0,,,,,,,,,,,,584,,40.0,"62,103",67.0,49.3,11.6,2.1,3.7,33.3,19.4,8.1,"1,352",10.5,3.9,70.7,,84.6,1.9,1.0,0.3,58,4,29,0,222,,9,58,309,78,663,146,10.0,18,11.2,0.9,0.5,1.4,,2.0,,9.0,3.8,24.0,25.8,3.3,794,7,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
2019,EASTMORELAND,780451.0,739950.0,263.0,37.0,79.0,0.0,-1.0,21.0,0.0,1945.0,,,,,,,,,,,,"6,614",,38.0,"88,698",71.5,54.7,9.2,4.5,1.2,30.5,32.2,28.2,"1,685",8.7,5.4,91.3,,79.8,3.4,6.7,0.8,9,1,10,0,89,,1,16,115,12,19,17,2.0,16,8.4,7.1,6.2,13.2,,4.0,,3.0,2.3,49.0,29.4,10.8,"9,853",1,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,
2019,ELIOT,529537.0,527623.0,268.0,38.0,52.0,33.0,1.0,42.0,2.0,1964.0,,,,,,,,,,,,"4,141",,36.0,"52,523",23.5,22.3,14.6,5.8,1.7,55.6,35.2,19.1,"1,295",20.1,6.7,92.0,,73.5,4.1,7.8,0.6,153,4,96,0,598,,20,80,774,192,233,8,1.0,11,18.1,12.4,14.9,27.3,,7.0,,7.0,8.8,84.0,11.7,12.5,"7,553",15,3.0,10.0,,,,,,,,,,,,,,,,,,,,,,,
2019,FAR SOUTHWEST,525328.0,530000.0,226.0,41.0,29.0,0.0,24.0,67.0,0.0,1978.0,,,,,,,,,,,,"2,100",,46.0,"81,583",67.9,55.9,13.0,6.2,0.3,24.5,35.4,30.3,"1,446",8.3,5.6,88.4,,84.6,4.6,2.8,0.6,12,0,5,0,39,,1,1,45,13,28,12,3.0,16,4.7,3.1,0.5,3.7,,6.0,,2.0,3.4,39.0,23.1,8.1,"5,600",0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,
2019,FOREST PARK,1088621.0,831500.0,270.0,73.0,24.0,0.0,-3.0,11.0,0.0,1989.0,,,,,,,,,,,,"3,234",,46.0,"116,006",84.4,61.5,13.0,3.3,0.9,21.3,31.8,31.4,"1,832",5.6,3.5,89.4,,89.7,2.8,2.4,0.8,2,1,7,0,61,,1,3,71,4,23,"4,827",73.0,13,1.1,1.2,1.2,2.4,,3.0,,19.0,1.9,7.0,30.3,6.0,"1,494",0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
2019,FOSTER-POWELL,371743.0,370000.0,231.0,33.0,143.0,2.0,-4.0,47.0,1.0,1949.0,,,,,,,,,,,,"8,273",,38.0,"56,369",57.8,36.6,16.8,4.6,1.9,40.0,27.6,13.0,"1,298",16.9,3.8,79.2,,81.7,2.5,3.1,1.3,72,3,79,0,268,,10,108,455,93,66,7,1.0,19,12.5,2.5,7.6,10.1,,6.0,,2.0,1.9,80.0,28.5,7.0,"9,684",8,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,
2019,GLENFAIR,323109.0,317000.0,211.0,34.0,23.0,0.0,3.0,59.0,4.0,1982.0,,,,,,,,,,,,"3,398",,31.0,"46,313",35.4,39.7,17.5,3.5,2.7,36.6,14.6,7.4,"1,091",20.2,9.6,64.1,,84.4,0.8,4.3,0.8,117,1,28,0,90,,11,68,186,133,94,5,2.0,22,14.7,4.8,0.0,4.8,,1.0,,2.0,5.5,54.0,45.4,5.9,"11,600",4,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
2019,GOOSE HOLLOW,419480.0,360000.0,385.0,62.0,81.0,95.0,-5.0,36.0,0.0,1975.0,,,,,,,,,,,,"5,081",,38.0,"59,058",30.1,32.1,12.0,3.4,0.8,51.8,36.8,27.3,"1,346",24.3,7.2,85.8,,69.7,3.0,11.0,1.7,93,4,76,1,290,,7,43,409,118,104,3,1.0,7,17.3,27.7,5.3,33.0,,10.0,,1.0,3.6,93.0,8.5,15.8,"16,605",13,2.0,12.0,,,,,,,,,,,,,,,,,,,,,,,
2019,GRANT PARK,707897.0,687900.0,259.0,34.0,59.0,0.0,10.0,20.0,2.0,1925.0,,,,,,,,,,,,"4,029",,41.0,"107,089",75.6,59.3,8.7,2.3,1.0,28.7,38.2,34.8,"1,827",5.9,4.3,92.2,,85.6,0.5,3.7,0.5,14,4,22,0,105,,2,32,159,20,44,20,7.0,13,7.7,5.5,10.8,16.3,,3.0,,2.0,5.0,79.0,34.4,4.8,"10,008",0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
2019,HAYDEN ISLAND,288728.0,257000.0,218.0,68.0,71.0,55.0,-2.0,48.0,1.0,1955.0,,,,,,,,,,,,637,,53.0,"71,365",80.9,42.2,27.5,6.7,2.9,20.8,21.9,15.3,"1,066",10.3,3.2,95.4,,90.9,1.8,1.8,0.0,74,6,29,0,395,,20,91,515,103,971,2,0.0,22,4.6,7.1,0.0,7.2,,1.0,,2.0,1.1,60.0,12.2,3.6,960,3,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019,HAYHURST,493207.0,499900.0,240.0,33.0,79.0,8.0,4.0,39.0,0.0,1963.0,,,,,,,,,,,,"5,941",,39.0,"75,161",62.7,45.3,14.2,7.6,2.0,29.3,32.5,29.1,"1,466",9.0,8.6,88.9,,81.1,6.0,2.5,1.1,10,1,6,0,44,,0,8,58,14,12,57,8.0,18,4.1,4.2,4.7,9.0,,7.0,,4.0,3.3,51.0,31.1,9.6,"5,770",3,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,
2019,HAZELWOOD,310392.0,310500.0,204.0,36.0,262.0,10.0,3.0,63.0,2.0,1966.0,,,,,,,,,,,,"25,145",,38.0,"44,849",44.7,37.0,15.2,8.8,2.5,36.5,16.4,6.9,"1,119",18.2,6.1,69.3,,81.9,3.1,2.7,1.4,567,8,193,2,"1,633",,93,514,"2,340",709,121,45,2.0,17,13.8,2.6,1.6,4.2,,11.0,,18.0,4.3,61.0,28.7,7.2,"7,395",39,3.0,14.0,,,,,,,,,,,,,,,,,,,,,,,
2019,HEALY HEIGHTS,1319600.0,1400000.0,269.0,200.0,5.0,0.0,54.0,56.0,0.0,1954.0,,,,,,,,,,,,204,,43.0,"94,082",59.2,57.1,5.7,5.6,1.2,30.5,36.5,46.8,"1,654",13.6,6.7,85.7,,79.3,3.4,7.0,1.0,0,0,1,0,1,,0,0,2,0,10,1,3.0,16,7.7,17.2,2.0,19.1,,1.0,,0.0,0.0,8.0,19.9,11.4,"3,634",0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2019,HILLSDALE,567482.0,547500.0,254.0,40.0,144.0,20.0,10.0,37.0,1.0,1966.0,,,,,,,,,,,,"7,868",,43.0,"97,749",67.3,53.5,12.7,3.9,0.9,29.1,37.0,34.1,"1,481",7.4,5.4,89.6,,80.8,4.2,5.4,0.8,43,4,41,0,137,,2,44,222,50,35,68,6.0,14,9.1,5.4,4.1,9.5,,16.0,,9.0,4.7,56.0,27.7,10.4,"4,711",1,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,
2019,HILLSIDE,951416.0,761825.0,357.0,62.0,74.0,41.0,7.0,15.0,0.0,1969.0,,,,,,,,,,,,"1,279",,49.0,"123,074",78.4,62.3,11.1,5.4,0.6,20.6,38.5,42.6,"2,224",3.5,2.5,84.3,,88.9,2.6,2.9,1.9,2,0,10,0,42,,0,1,53,2,43,127,29.0,14,4.9,7.4,2.9,10.3,,2.0,,1.0,1.4,47.0,22.7,7.4,"2,627",0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
2019,HOLLYWOOD,730031.0,650250.0,275.0,27.0,8.0,0.0,32.0,60.0,0.0,1930.0,,,,,,,,,,,,"2,120",,42.0,"60,233",48.6,39.3,17.8,3.9,0.9,38.0,32.7,26.5,"1,401",18.6,7.3,91.0,,84.3,1.4,3.7,0.1,58,1,31,0,188,,11,49,268,75,162,0,0.0,12,15.7,5.1,5.5,10.6,,4.0,,2.0,8.1,93.0,22.5,5.1,"8,959",5,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,,
2019,HOMESTEAD,490563.0,525000.0,270.0,42.0,24.0,33.0,9.0,55.0,0.0,1959.0,,,,,,,,,,,,"2,286",,43.0,"100,026",58.9,54.5,7.4,3.8,1.8,32.5,39.8,41.5,"1,551",11.0,5.4,89.4,,75.9,4.1,5.8,0.7,9,0,8,0,105,,0,11,124,13,60,246,47.0,13,7.9,14.9,2.7,17.6,,16.0,,4.0,4.9,44.0,20.1,10.6,"7,751",4,1.0,17.0,,,,,,,,,,,,,,,,,,,,,,,
2019,HOSFORD-ABERNETHY,596984.0,600000.0,263.0,40.0,98.0,9.0,0.0,30.0,1.0,1932.0,,,,,,,,,,,,"8,723",,36.0,"66,327",42.9,34.5,11.1,2.4,1.8,50.2,36.9,25.6,"1,304",16.2,5.8,89.6,,76.3,4.2,7.7,1.0,85,2,91,0,394,,20,119,604,118,83,3,0.0,10,15.4,8.2,13.5,21.6,,11.0,,9.0,6.9,91.0,20.0,12.8,"9,698",11,3.0,14.0,,,,,,,,,,,,,,,,,,,,,,,
2019,HUMBOLDT,529495.0,511000.0,242.0,45.0,68.0,7.0,-3.0,33.0,1.0,1946.0,,,,,,,,,,,,"5,041",,35.0,"71,886",54.1,35.0,10.5,2.1,1.3,51.0,38.6,22.4,"1,434",17.1,4.7,89.9,,76.8,1.9,6.2,0.1,75,3,24,0,156,,2,49,229,82,62,0,0.0,12,14.3,3.6,18.1,21.7,,3.0,,4.0,7.2,87.0,25.6,8.3,"9,695",2,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
2019,IRVINGTON,727242.0,718000.0,263.0,38.0,83.0,18.0,2.0,20.0,0.0,1925.0,,,,,,,,,,,,"6,029",,40.0,"92,872",58.1,47.2,13.0,2.7,1.6,35.5,33.6,36.2,"1,588",8.9,4.6,92.6,,82.2,1.1,5.7,1.0,31,3,40,0,206,,11,43,289,48,56,16,4.0,14,9.8,6.2,11.5,17.7,,5.0,,3.0,5.3,81.0,24.7,7.8,"9,804",3,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,
2019,KENTON,417080.0,405000.0,249.0,29.0,181.0,0.0,-1.0,51.0,1.0,1959.0,,,,,,,,,,,,"8,150",,39.0,"63,050",67.8,47.2,12.1,2.8,3.3,34.6,20.7,9.9,"1,323",12.8,4.3,73.5,,85.3,1.6,1.6,0.2,105,2,61,0,253,,11,109,423,123,67,121,6.0,17,12.0,1.1,2.4,3.5,,5.0,,14.0,4.0,68.0,27.2,3.4,"7,736",5,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,
2019,KERNS,523376.0,528000.0,268.0,18.0,45.0,24.0,7.0,52.0,0.0,1927.0,,,,,,,,,,,,"6,463",,33.0,"49,666",19.1,28.5,10.6,1.9,1.9,57.0,43.2,18.7,"1,155",19.7,3.8,92.1,,69.0,5.0,4.3,0.2,113,3,82,1,398,,11,112,592,135,112,18,3.0,12,23.7,9.1,13.3,22.4,,10.0,,4.0,5.1,90.0,10.4,9.6,"10,168",7,6.0,16.0,,,,,,,,,,,,,,,,,,,,,,,
2019,KING,507905.0,495000.0,275.0,33.0,95.0,16.0,-1.0,41.0,0.0,1943.0,,,,,,,,,,,,"6,773",,34.0,"66,517",51.3,33.0,10.4,2.4,1.2,53.0,35.8,21.0,"1,428",17.6,5.3,88.9,,79.3,2.6,4.5,0.3,97,5,48,1,198,,12,35,281,128,60,3,1.0,15,15.4,4.2,16.8,21.1,,3.0,,1.0,1.4,90.0,24.3,7.4,"11,095",13,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
2019,LAURELHURST,759695.0,734500.0,249.0,44.0,74.0,0.0,-3.0,35.0,0.0,1925.0,,,,,,,,,,,,"4,942",,43.0,"117,885",83.7,61.0,9.7,5.1,1.6,22.5,35.9,39.7,"2,002",5.3,3.0,94.0,,90.4,0.5,4.4,0.0,18,1,27,0,107,,2,25,159,23,37,34,8.0,12,9.3,5.9,9.1,15.0,,5.0,,4.0,6.7,79.0,39.0,4.9,"8,037",2,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,
2019,LENTS,325844.0,318500.0,216.0,30.0,270.0,2.0,8.0,71.0,1.0,1959.0,,,,,,,,,,,,"21,050",,35.0,"47,199",53.0,41.8,12.3,3.9,1.8,40.2,18.3,5.6,"1,167",20.6,6.3,66.2,,81.9,4.0,2.7,1.0,382,13,194,2,844,,41,318,"1,356",461,86,215,9.0,20,11.7,2.6,2.5,5.1,,7.0,,21.0,5.8,57.0,37.3,7.6,"7,116",23,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,
2019,LINNTON,351156.0,377450.0,183.0,82.0,12.0,17.0,1.0,37.0,0.0,1950.0,,,,,,,,,,,,142,,46.0,"97,215",87.5,58.5,15.6,2.6,0.7,22.5,28.5,26.0,"1,642",6.9,2.5,96.7,,90.5,1.0,3.3,0.0,4,0,3,0,45,,0,8,56,5,429,41,4.0,19,0.0,1.1,1.8,2.9,,1.0,,5.0,3.5,7.0,26.2,4.3,366,1,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
